V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,SC0_0,SC0_1,SC0_2,SC1_0,SC1_1,SC1_2,SC2_0,SC2_1,SC2_2,SC3_0,SC3_1,SC3_2,Pilot,Country,State,Cond,consent,ins2,PrimeIntro,HighPower,LowPower,VizTimer_1,VizTimer_2,VizTimer_3,VizTimer_4,HighPrompt,LowPrompt,Essay,WriteTimer_1,WriteTimer_2,WriteTimer_3,WriteTimer_4,AIinstrux,AI01energe,AI02moving,AI03nap,AI04workou,AI05rest,AI06work,AI07relax,WVStrust_1,WVStrust_2,WVStrust_3,WVStrust_4,WVStrust_5,WVStrust_6,TrustIntro,TrustGame_1,TrustResul,IRIintro,IRI01,IRI02,IRI03,IRI04,IRI05,IRI06,IRI07,RMEintro,RME01,RME02,RME03,RME04,RME05,RME06,RME07,RME08,RME09,RME10,subSES,usses,IMC,demo,gender,age,citizen,religion,ethnic2,ethnic2_TEXT,epo,youred,yyour,end,Debrief,Deb1,Deb2,Deb3,debrief,Q82,goforcode,errors,confusing,comments,LocationLatitude,LocationLongitude,LocationAccuracy,
R_8IC2NQE3sTWkI01,Live,Anonymous,,,50.182.18.146,0,2016-01-11 10:23:13,2016-01-11 10:50:32,1,25,3.5714285714286,1.3972762620115,25,3.5714285714286,0.78679579246944,15,2.5,0.83666002653408,10,1,0,,United States,NJ,1,1,1,1,1,,0,0,60.61,0,1,,When I was leading a team of research assistants on a project in microbiology.,29.876,41.368,59.034,5,1,24,21,23,20,23,23,23,3,2,1,3,3,3,1,101,1,1,20,21,22,22,22,22,22,1,19,20,21,20,21,20,21,19,22,19,1,9,8,1,2,27,USA,Hindu,2,,6,4,3,,1,How you treat other people and how well you can put yourself in their shoes.,No,,1,1,,,,,40.569198608398,-74.315696716309,-1,
R_41PkRWgFyHyLQSB,Live,Anonymous,,,208.114.86.87,0,2016-01-11 10:33:41,2016-01-11 10:50:59,1,36,5.1428571428571,2.3401261667249,27,3.8571428571429,1.3451854182691,15,2.5,0.83666002653408,8,0.8,0.42163702135578,,United States,GA,0,1,1,1,,1,0,0,60.022,0,,1,"I remember being in a christian based rehab center. I feel that spirituality is my direction. But I had to comply with the rules and ""act as if"". I went to talk to the director open and honestly about my spiritual belief. I was mandated by the court systems so I had to finish the program of 6 months. I told him I did not think that Jesus is the only way. He had complete control over me staying in the program, or telling the authorities to take me back to jail. But I chose to be open and honest with him. He proceeded to tell me he didn't think that they could help me. i GOT SCARED. HE TOLD ME THAT THEIR WAY was the only way"". I disagreed once again. So he had the other gentleman in the room act like he was calling the police (to scare me) I felt very frightened , but I held my ground. I told him I would try, and That I would comply with every rule, not to kick me out because of my freedom of religion. He let me stay. But He made it very difficult on me the rest of the stay. I didn't violate 1 rule, nor did I ask for anything. I was scrutinized for my beliefs. But Made it through it. ",3.166,448.214,453.272,15,1,21,21,19,20,19,25,19,1,3,2,3,3,3,1,401,1,1,23,23,22,20,23,22,22,1,19,20,21,20,21,20,20,19,22,20,1,7,7,1,1,40,United States,"spiritual, not religous",6,caucasion,5,2,3,,1,The importance of observation in society. feelings about others ..etc,no I do not.,no,1,1,,,,,31.185806274414,-82.353897094727,-1,
R_6RI9UgJpTvkb8EV,Live,Anonymous,,,68.13.246.153,0,2016-01-11 10:37:23,2016-01-11 10:51:29,1,28,4,1.1547005383793,20,2.8571428571429,1.0690449676497,10,1.6666666666667,0.81649658092773,9,0.9,0.31622776601684,,United States,OK,1,1,1,1,1,,0,0,60.025,0,1,,"I was volunteering as a mentor in my grandmother's Title 1 classroom in rural Arkansas. I was only 2-3 years older than the student in question. He was in 1st or 2nd grade, and was unable to read or write at all (even identify letters). We were sitting in bean bag chairs, basically unattended. My job was to try to help him with letters and read aloud to him, and then report back to my grandmother (his teacher) of how the session went -- the effort he put in, etc. I think I was too young to feel condescending -- I was visiting from a city in a northern state, and I was honestly just confused. I felt I could, and would, help.",4.43,4.43,193.965,1,1,22,22,23,21,23,24,21,1,2,1,3,2,1,1,599,1,1,21,21,21,23,22,20,22,1,19,20,21,20,21,20,21,21,22,19,1,9,10,1,2,28,US,None,3,,7,4,2,,1,"I don't think the ""Other"" is a real person, but I definitely haven't forgotten about it. I think it has to do with trust and risk-taking, but I'm not sure beyond that.","I'm not sure. I think it was supposed to make me feel more powerful, but it also made me feel sympathetic. ","No, but I'm curious about what's really being looked at!",1,1,,,,,36.195098876953,-95.906799316406,-1,
R_qPo3Rwhny0Zq39n,Live,Anonymous,,,174.24.135.176,0,2016-01-11 10:37:51,2016-01-11 10:51:47,1,31,4.4285714285714,0.97590007294853,19,2.7142857142857,0.75592894601845,15,2.5,1.0488088481702,10,1,0,,United States,WA,0,1,1,1,,1,0,0,60.007,0,,1,"My manager had power over me and when i did not want to work on a particular project and informed so, I was made to work on it. I tired resisting but was told that I don not have any other option. Since I did not have another job in hand and couldn't afford to loose this one I had to comply with their wishes",10.815,10.815,102.073,1,1,23,23,21,21,23,23,21,1,3,2,4,2,3,1,273,1,1,22,21,21,22,20,21,22,1,19,20,21,20,21,20,21,19,22,19,1,4,10,1,1,28,USA,HINDU,2,,6,5,4,,1,To see how much a person trusts others including strangers,"No, I do not think it affected my answers",NONE,1,1,,,,,47.54719543457,-122.35130310059,-1,
R_2TRAsX7izH5tKGQ,Live,Anonymous,,,24.214.100.106,0,2016-01-11 10:38:41,2016-01-11 10:53:12,1,37,5.2857142857143,1.1126972805284,29,4.1428571428571,0.37796447300923,11,1.8333333333333,0.75277265270908,7,0.7,0.48304589153965,,United States,GA,1,1,1,1,1,,0,0,60.027,0,1,,"As I held the spoon in front of my baby's face, I could see the excitement well up in her eyes. She squealed with anticipation! She adores apples and could not wait to get a taste. The longer I took to feed her, the more anxious she got. I felt so rushed but so happy she enjoys her meal so much.",2.451,85.054,150.175,3,1,23,22,19,22,20,23,20,1,2,1,3,2,2,1,807,1,1,20,22,22,19,22,22,22,1,19,20,21,20,21,20,20,21,22,20,1,4,10,1,2,25,us,unspecified ,3,,2,4,2,,1,Probably to see how generous people are and what people think of other demographics based on their socioeconomic status.,It probably made me think more about the questions.,It seemed interesting.,1,1,,,,,33.462097167969,-82.22200012207,-1,
R_3Q0mqBeYnNeCDms,Live,Anonymous,,,98.30.194.70,0,2016-01-11 10:36:27,2016-01-11 10:53:26,1,23,3.2857142857143,0.48795003647427,27,3.8571428571429,0.37796447300923,13,2.1666666666667,0.75277265270908,9,0.9,0.31622776601684,,United States,OH,0,1,1,1,,1,0,0,60.006,0,,1,I had a bad reaction to a medication and I was in the hospital. A doctor was analyzing my situation to determine what type of medication to put me on. The doctor's eyes revealed he was concerned. He asked me many questions. I felt powerless. I tried to answer the questions the best I could under the circumstances. I didn't know if he would be able to help me or not.,7.099,146.319,149.702,3,1,21,21,23,21,22,22,23,1,2,2,3,2,3,1,500,1,1,20,22,22,20,22,21,22,1,19,20,21,20,21,20,21,19,19,19,1,5,10,1,2,64,United States,Christian,3,,4,3,1,,1,Views on political and social ideas. Also How a person feels when they are under someone elses authority.,It helped me to be more aware of my feelings.,Thank you and no other comments.,1,1,,,,,39.955307006836,-82.071800231934,-1,
R_3GpQACc6s5LFLZA,Live,Anonymous,,,156.77.111.22,0,2016-01-11 10:41:29,2016-01-11 10:53:38,1,35,5,1.9148542155127,26,3.7142857142857,1.8898223650461,11,1.8333333333333,0.75277265270908,5,0.5,0.52704627669473,,United States,OH,1,1,1,1,1,,10.512,35.8,60.013,3,1,,At my work I have control over making decisions for clients. I had a situation in which I had to make a decision whether to over ride our rules to make a customer happy/ I knew if I did this I would be risking my job but the potential of making a good commission on it. I did what was right and did not make the customer happy. ,336.291,401.539,402.932,3,1,25,20,23,25,21,24,21,1,2,1,3,2,2,1,500,1,1,23,23,23,23,23,23,22,1,20,20,21,21,21,21,20,19,22,20,1,6,10,1,2,27,us,christian,3,,4,3,4,,1,to analyze our perceptions of people. ,no.,no,1,1,,,,,41.487503051758,-81.672401428223,-1,
R_2TsFHoBz8kx8jQI,Live,Anonymous,,,107.215.245.174,0,2016-01-11 10:34:32,2016-01-11 10:54:37,1,41,5.8571428571429,0.37796447300923,27,3.8571428571429,0.37796447300923,9,1.5,0.83666002653408,10,1,0,,United States,TN,1,1,1,1,1,,0,0,60.048,0,1,,It was a personal romantic situation. I didn't realize you would ask me to describe it. I thought about lying but whatever. It made me feel strong. Big. Sometimes its fun to be in charge,10.232,41.442,165.388,2,1,24,24,20,24,20,23,20,1,1,1,3,2,1,1,227,1,1,20,22,22,21,22,22,22,1,19,20,21,20,21,20,21,19,22,19,1,5,10,1,1,28,USA,None,3,,6,4,3,,1,I think maybe you wanted me to feel powerful and maybe I would feel the peoples eyes weren't powerful. I'm really not sure though,I kind of feel like writing made me feel less powerful. I felt most powerful during the visualization part,No. Thank you.,1,1,,,,,35.461502075195,-86.489799499512,-1,
R_1jIIzW89ZjokM1u,Live,Anonymous,,,47.22.58.110,0,2016-01-11 10:48:22,2016-01-11 10:54:39,1,15,2.1428571428571,0.69006555934235,21,3,1.2909944487358,14,2.3333333333333,1.0327955589886,8,0.8,0.42163702135578,,United States,NJ,0,1,1,1,,1,0,0,60.029,0,,1,"I am thinking of a situation in which I challenged my boss at my company. He had made a mistake, yet he was blaming the mistake on me. I tried to challenge him but he used his superior authority to thwart me. I remember him looking at me like I was subordinate, stupid and inexperienced, yet I knew I was right. It was incredibly frustatrating to have no control over the situation.",9.113,9.113,60.388,1,1,21,20,25,21,24,20,24,1,2,2,4,2,3,1,700,1,1,22,22,22,23,22,20,22,1,19,22,21,20,21,20,21,19,21,19,1,3,10,1,2,27,USA,Catholic,3,,4,4,8,,1,"To show how thinking about a time when we are powerless wants us to empower others (e.g., share the raffle tickets).","I think it may have had some affect, making me more likely to say that I see things from the  other person's perspective.",No,1,1,,,,,40.576705932617,-74.367401123047,-1,
R_27xPPWAAUVKDq0G,Live,Anonymous,,,75.44.106.10,0,2016-01-11 10:33:56,2016-01-11 10:54:40,1,29,4.1428571428571,0.37796447300923,23,3.2857142857143,0.48795003647427,12,2,0.89442719099992,10,1,0,,United States,CA,0,1,1,1,,1,0,0,60.022,0,,1,"My last annual evaluation was very traumatic.  I was required to take a math exam to continue in the Pharmacy Tech position I had held in this hospital for 10 years.  I had taken one each year for several years.  Passing it was now a requirement to remain employed.  I knew I did not do well in the exam.....I was very nervous.  My boss was trying very hard to be nice to me about this, but he was unhappy with me...I could tell.  I was passed retirement age but really needed the extra income that this position gave me.  He kept trying to help me understand the formula concepts that I had failed on the test and the more he tried, the more I felt sad, nervous, embarrassed, you name it; I felt it!  Finally, he just came out and told me that we had to change my position to something clerical and to try to find a job for me there at lower pay, of course.  What could I do but agree?  I felt really ""down"" for several days.  I had worked there for a long time.  I think the term is ""dread""....I felt a deep dread of what I needed to do.  It was not long after that I decided to retire completely...and I did.",10.322,10.322,454.159,1,1,22,22,21,22,22,22,22,1,3,1,3,2,2,1,300,1,1,20,21,21,20,21,21,21,1,19,20,21,20,21,20,21,19,22,19,1,9,10,1,2,71,USA,christian,3,,4,2,1,,1,Perceptions of emotions and how we read them;  our ability to describe emotions in writing; how we reason on sharing vs winning.  ,"Yes.  It set the mood for the answers to the following questions.  In fact, it seemed to cause my answers to be more negative than I may have otherwise felt.",No,1,1,,,,,39.730392456055,-122.33789825439,-1,
R_e5KxWkFoN2Xli49,Live,Anonymous,,,173.95.182.169,0,2016-01-11 10:37:06,2016-01-11 10:55:08,1,17,2.4285714285714,1.988059594776,14,2,1.1547005383793,19,3.1666666666667,0.75277265270908,8,0.8,0.42163702135578,,United States,NC,1,1,1,1,1,,0,0,60.01,0,1,,"As someone who has been in different managing positions, I have been in many situations where I have had power over other employees. Power makes people feel important, it makes people feel respected, and it's something a lot of people unknowingly get obsessed with in my opinion. The time I was thinking about particularly is when I was first asked by an employee about changing their schedule as there was a mistake. He was new, he was scared. He was so scared to just confront me about the problem, and I could tell in that moment how much power I had. It felt strange. I could've told him anything and he would've bought it. His hands constantly moving, eyes never making contact with mine.",36.898,167.79,224.455,8,1,21,19,25,19,25,22,20,3,4,2,4,3,3,1,300,1,1,23,21,20,23,22,20,19,1,19,19,21,20,21,21,21,19,22,19,1,8,10,1,1,20,US,None,3,,4,2,1,,1,How people interact with others based on power/trust/thoughts,"I don't think it had too much of an effect. Seeing as I'm in a much different position in my life currently and many of the questions asked for how I'm feeling in this moment, compared to when the story was told.",No,1,1,,,,,35.910507202148,-79.082099914551,-1,
R_1eY4E261QXcuRv5,Live,Anonymous,,,173.166.56.209,0,2016-01-11 10:45:16,2016-01-11 10:55:21,1,24,3.4285714285714,1.1338934190277,28,4,0.57735026918963,10,1.6666666666667,0.81649658092773,7,0.7,0.48304589153965,,United States,MA,1,1,1,1,1,,0,0,60.018,0,1,,I have power at work to provide credits for classes that I teach to students who attend training's. I feel powerful and respected. I also sometimes feel worried that one of the students will fail and it will be my fault for not doing the best I could to help them learn the materials. ,5.311,188.277,216.179,6,1,21,21,21,21,21,20,23,1,1,1,3,2,2,1,498,1,1,19,22,22,21,22,22,22,1,19,20,21,21,21,20,21,19,19,20,1,6,10,1,2,30,USA,Catholic,3,,5,5,5,,1,Creativity and generosity. ,"No, I think the essay got my brain working and helped me come up with better answers for the tire and pencil questions. ",no,1,1,,,,,42.50129699707,-71.068901062012,-1,
R_3prRqASaUiQmUai,Live,Anonymous,,,98.206.63.102,0,2016-01-11 10:39:08,2016-01-11 10:55:22,1,17,2.4285714285714,1.2724180205607,31,4.4285714285714,0.78679579246944,11,1.8333333333333,0.75277265270908,7,0.7,0.48304589153965,,United States,IN,0,1,1,1,,1,0,0,60.011,0,,1,"The time that sticks out most was an abusive boyfriend who decided to throw me out of the house at night with only a night gown on because he was mad. I was scared and freezing cold. Snow and below freezing temps and I was on the porch. It's funny that I was not mad and just kind of sat there. In shock or just not wanting to fight anymore, I just waited. That's probably why he let me back in. Can I still picture his face? You bet I can all the way down to the color of his eyes",3.851,3.851,328.098,1,1,19,19,22,20,22,20,23,1,3,1,2,2,2,1,707,1,1,19,23,23,21,23,22,22,1,19,20,21,20,21,21,21,20,22,21,1,7,10,1,2,54,USA,None,3,,4,2,3,,1,How a person feels after remembering an unhappy experience.,Somehow I think it made me sad enough to be lazy. It was like remembering it made me just give up again. Maybe I want to change how I handled it?,It was interesting to think of something that happened so long ago.,1,1,,,,,41.616195678711,-87.048896789551,-1,
R_3I6mxSAt81L4Q8x,Live,Anonymous,,,108.64.49.166,0,2016-01-11 10:32:37,2016-01-11 10:56:09,1,32,4.5714285714286,2.0701966780271,27,3.8571428571429,0.89973541084244,11,1.8333333333333,0.40824829046386,10,1,0,,United States,TX,1,1,1,1,1,,0,0,60.019,0,1,,"My 7 year old wanted to take the new basketball he got for Christmas to school this morning.  I explained to him that he could take the basketball only if he completed all of his required tasks, brushing his teeth, making his bed, clearing the breakfast dishes, getting his clothes on (without argument).  He did not complete the entire list, but he was working very hard to do so.  He really wanted to take the basketball to school.  I had the power to tell him he could not because he did not finish all of tasks, but I let him take it anyway, simply because he tried his hardest to get the jobs done.  ",3.682,83.244,288.088,4,1,23,22,19,19,19,22,22,1,2,2,2,2,2,1,500,1,1,20,22,21,19,23,21,21,1,19,20,21,20,21,20,21,19,22,19,1,5,10,1,2,52,usa,none,2,,6,3,5,,1,To see how generous people are (or are not) after feeling they have been exposed to a situation in which they have the power over someone else.,"No, I do not feel that the essay I wrote affected my answers to any of the questions in the study.  I would have given 50% of my tickets in any event.","It would be interesting to know how much the ""Other"" donated.",1,1,,,,,32.661499023438,-97.169403076172,-1,
